Phi[deg],Theta[deg],dB(GainTotal)
95,200,-1.25943
100,200,-1.20624
105,200,-1.12488
110,200,-1.01884
115,200,-0.892308
120,200,-0.749789
125,200,-0.595821
130,200,-0.434699
135,200,-0.270297
140,200,-0.105974
145,200,0.0554647
150,200,0.211757
155,200,0.36114
160,200,0.502292
165,200,0.634266
170,200,0.756428
175,200,0.868399
180,200,0.970005
185,200,1.06124
190,200,1.14224
195,200,1.21324
200,200,1.27461
205,200,1.32677
210,200,1.37028
215,200,1.40573
220,200,1.43383
225,200,1.45533
230,200,1.47106
235,200,1.48188
240,200,1.48866
245,200,1.49228
250,200,1.49355
255,200,1.49326
260,200,1.49205
265,200,1.49046
270,200,1.48888
275,200,1.48751
280,200,1.48638
285,200,1.48533
290,200,1.48401
295,200,1.48189
300,200,1.4783
305,200,1.47244
310,200,1.46338
315,200,1.45016
320,200,1.43172
325,200,1.40705
330,200,1.37509
335,200,1.33488
340,200,1.2855
345,200,1.22612
350,200,1.15604
355,200,1.07471
360,200,0.981733
0,205,1.09923
5,205,0.976797
10,205,0.836584
15,205,0.678434
20,205,0.502535
25,205,0.3095
30,205,0.100452
35,205,-0.122853
40,205,-0.357892
45,205,-0.601217
50,205,-0.848307
55,205,-1.09345
60,205,-1.3297
65,205,-1.54901
70,205,-1.74256
75,205,-1.90139
80,205,-2.01725
85,205,-2.0836
90,205,-2.09658
95,205,-2.05564
100,205,-1.96359
105,205,-1.82619
110,205,-1.65129
115,205,-1.44776
120,205,-1.22459
125,205,-0.990113
130,205,-0.751558
135,205,-0.514872
140,205,-0.284703
145,205,-0.0645119
150,205,0.14326
155,205,0.337003
160,205,0.515759
165,205,0.679066
170,205,0.826823
175,205,0.959188
180,205,1.0765
185,205,1.1792
190,205,1.26785
195,205,1.34306
200,205,1.4055
205,205,1.45591
210,205,1.49514
215,205,1.52409
220,205,1.54379
225,205,1.55538
230,205,1.56008
235,205,1.55921
240,205,1.55412
245,205,1.54621
250,205,1.53681
255,205,1.52717
260,205,1.51841
265,205,1.51144
270,205,1.50693
275,205,1.50526
280,205,1.50652
285,205,1.51045
290,205,1.51653
295,205,1.52391
300,205,1.53151
305,205,1.53804
310,205,1.54205
315,205,1.54197
320,205,1.53619
325,205,1.52305
330,205,1.50094
335,205,1.46828
340,205,1.4236
345,205,1.36552
350,205,1.29279
355,205,1.20433
360,205,1.09923
0,210,1.23459
5,210,1.10043
10,210,0.942108
15,210,0.758757
20,210,0.549836
25,210,0.315187
30,210,0.0551586
35,210,-0.229216
40,210,-0.535976
45,210,-0.861898
50,210,-1.20208
55,210,-1.54946
60,210,-1.89434
65,210,-2.2241
70,210,-2.52338
75,210,-2.77487
80,210,-2.96125
85,210,-3.06788
90,210,-3.08573
95,210,-3.01354
100,210,-2.8581
105,210,-2.63272
110,210,-2.35441
115,210,-2.04092
120,210,-1.70854
125,210,-1.37085
130,210,-1.03834
135,210,-0.7186
140,210,-0.416742
145,210,-0.135922
150,210,0.122177
155,210,0.356925
160,210,0.568425
165,210,0.757256
170,210,0.924286
175,210,1.07054
180,210,1.19708
185,210,1.30501
190,210,1.39535
195,210,1.46913
200,210,1.52732
205,210,1.57093
210,210,1.60102
215,210,1.61875
220,210,1.6254
225,210,1.62244
230,210,1.6115
235,210,1.59436
240,210,1.57293
245,210,1.54919
250,210,1.52512
255,210,1.50261
260,210,1.48337
265,210,1.46882
270,210,1.46006
275,210,1.45772
280,210,1.46198
285,210,1.47252
290,210,1.48855
295,210,1.50882
300,210,1.53173
305,210,1.55536
310,210,1.57761
315,210,1.59622
320,210,1.60887
325,210,1.61325
330,210,1.6071
335,210,1.58821
340,210,1.55451
345,210,1.50404
350,210,1.43498
355,210,1.34566
360,210,1.23459
0,215,1.38204
5,215,1.24275
10,215,1.07293
15,215,0.870884
20,215,0.635102
25,215,0.364302
30,215,0.0575256
35,215,-0.285689
40,215,-0.665013
45,215,-1.07886
50,215,-1.52364
55,215,-1.99279
60,215,-2.47534
65,215,-2.95443
70,215,-3.40608
75,215,-3.79927
80,215,-4.09876
85,215,-4.27157
90,215,-4.29607
95,215,-4.16931
100,215,-3.90827
105,215,-3.54392
110,215,-3.11212
115,215,-2.64601
120,215,-2.17204
125,215,-1.70915
130,215,-1.26972
135,215,-0.861058
140,215,-0.486867
145,215,-0.148403
150,215,0.154649
155,215,0.423569
160,215,0.660186
165,215,0.866595
170,215,1.04497
175,215,1.19744
180,215,1.32598
185,215,1.43241
190,215,1.51832
195,215,1.5851
200,215,1.634
205,215,1.66621
210,215,1.68289
215,215,1.68531
220,215,1.67493
225,215,1.65344
230,215,1.62281
235,215,1.58528
240,215,1.54334
245,215,1.49965
250,215,1.45694
255,215,1.41791
260,215,1.38504
265,215,1.36048
270,215,1.34589
275,215,1.3423
280,215,1.35005
285,215,1.36873
290,215,1.39723
295,215,1.43377
300,215,1.47607
305,215,1.52144
310,215,1.56694
315,215,1.6095
320,215,1.64603
325,215,1.67348
330,215,1.68891
335,215,1.68952
340,215,1.67264
345,215,1.63576
350,215,1.57651
355,215,1.49264
360,215,1.38204
0,220,1.53492
5,220,1.39734
10,220,1.22327
15,220,1.01014
20,220,0.755399
25,220,0.456443
30,220,0.110666
35,220,-0.284487
40,220,-0.731325
45,220,-1.23148
50,220,-1.78511
55,220,-2.38943
60,220,-3.0363
65,220,-3.70857
70,220,-4.37511
75,220,-4.98611
80,220,-5.47316
85,220,-5.76122
90,220,-5.79551
95,220,-5.5691
100,220,-5.12704
105,220,-4.54281
110,220,-3.88905
115,220,-3.22133
120,220,-2.57562
125,220,-1.97227
130,220,-1.42111
135,220,-0.925452
140,220,-0.484893
145,220,-0.096977
150,220,0.241763
155,220,0.535216
160,220,0.787353
165,220,1.00204
170,220,1.18293
175,220,1.33336
180,220,1.45631
185,220,1.55439
190,220,1.62975
195,220,1.68417
200,220,1.71911
205,220,1.7358
210,220,1.73538
215,220,1.71909
220,220,1.68838
225,220,1.64503
230,220,1.59125
235,220,1.52967
240,220,1.46336
245,220,1.39571
250,220,1.33033
255,220,1.2709
260,220,1.22092
265,220,1.18351
270,220,1.16115
275,220,1.15546
280,220,1.16703
285,220,1.19538
290,220,1.23896
295,220,1.29531
300,220,1.36123
305,220,1.43304
310,220,1.50677
315,220,1.5784
320,220,1.64394
325,220,1.69961
330,220,1.74179
335,220,1.7671
340,220,1.77236
345,220,1.75459
350,220,1.71091
355,220,1.63857
360,220,1.53492
0,225,1.68595
5,225,1.55681
10,225,1.38588
15,225,1.1698
20,225,0.905
25,225,0.587624
30,225,0.213366
35,225,-0.222638
40,225,-0.725873
45,225,-1.30236
50,225,-1.95818
55,225,-2.69832
60,225,-3.52407
65,225,-4.42755
70,225,-5.38147
75,225,-6.32194
80,225,-7.12926
85,225,-7.63283
90,225,-7.68295
95,225,-7.26215
100,225,-6.50103
105,225,-5.57547
110,225,-4.61908
115,225,-3.70704
120,225,-2.87329
125,225,-2.12886
130,225,-1.47358
135,225,-0.902317
140,225,-0.408049
145,225,0.0166543
150,225,0.378982
155,225,0.685634
160,225,0.94276
165,225,1.15597
170,225,1.33036
175,225,1.47049
180,225,1.58038
185,225,1.66345
190,225,1.72245
195,225,1.75954
200,225,1.7763
205,225,1.77392
210,225,1.75337
215,225,1.71565
220,225,1.66202
225,225,1.59418
230,225,1.51441
235,225,1.42563
240,225,1.3314
245,225,1.23587
250,225,1.14365
255,225,1.05958
260,225,0.988497
265,225,0.934834
270,225,0.902243
275,225,0.893207
280,225,0.908756
285,225,0.948322
290,225,1.0098
295,225,1.08977
300,225,1.18383
305,225,1.287
310,225,1.39403
315,225,1.49977
320,225,1.59926
325,225,1.68791
330,225,1.7615
335,225,1.81617
340,225,1.84831
345,225,1.85455
350,225,1.83167
355,225,1.77652
360,225,1.68595
0,230,1.82769
5,230,1.71329
10,230,1.55261
15,230,1.34162
20,230,1.07597
25,230,0.750716
30,230,0.360133
35,230,-0.102683
40,230,-0.646218
45,230,-1.28099
50,230,-2.01988
55,230,-2.8782
60,230,-3.87266
65,230,-5.01768
70,230,-6.31402
75,230,-7.71781
80,230,-9.0699
85,230,-10.0074
90,230,-10.0855
95,230,-9.25602
100,230,-7.93449
105,230,-6.51879
110,230,-5.19844
115,230,-4.03126
120,230,-3.02158
125,230,-2.15633
130,230,-1.41852
135,230,-0.791774
140,230,-0.261623
145,230,0.184369
150,230,0.556825
155,230,0.864882
160,230,1.11652
165,230,1.31884
170,230,1.4782
175,230,1.6003
180,230,1.69019
185,230,1.75211
190,230,1.78948
195,230,1.8048
200,230,1.79976
205,230,1.7754
210,230,1.73236
215,230,1.67122
220,230,1.59285
225,230,1.49864
230,230,1.39073
235,230,1.27212
240,230,1.14678
245,230,1.01956
250,230,0.896112
255,230,0.782702
260,230,0.685828
265,230,0.611722
270,230,0.565712
275,230,0.55158
280,230,0.571035
285,230,0.623452
290,230,0.705956
295,230,0.813798
300,230,0.940946
305,230,1.0807
310,230,1.22625
315,230,1.37109
320,230,1.5092
325,230,1.63523
330,230,1.74439
335,230,1.83244
340,230,1.89552
345,230,1.93003
350,230,1.93253
355,230,1.89957
360,230,1.82769
0,235,1.95296
5,235,1.85894
10,235,1.71502
15,235,1.51669
20,235,1.25901
25,235,0.936338
30,235,0.541994
35,235,0.0676958
40,235,-0.497174
45,235,-1.16653
50,235,-1.95886
55,235,-2.89877
60,235,-4.01905
65,235,-5.36247
70,235,-6.98028
75,235,-8.91152
80,235,-11.0748
85,235,-12.8837
90,235,-13.0111
95,235,-11.3196
100,235,-9.13953
105,235,-7.1618
110,235,-5.50279
115,235,-4.13021
120,235,-2.99314
125,235,-2.0478
130,235,-1.26
135,235,-0.603461
140,235,-0.0577624
145,235,0.393204
150,235,0.76243
155,235,1.06068
160,235,1.29719
165,235,1.48012
170,235,1.61686
175,235,1.71413
180,235,1.77793
185,235,1.8134
190,235,1.82459
195,235,1.81441
200,235,1.78463
205,235,1.73604
210,235,1.66886
215,235,1.58307
220,235,1.4789
225,235,1.35721
230,235,1.21974
235,235,1.06934
240,235,0.910144
245,235,0.747565
250,235,0.588336
255,235,0.440325
260,235,0.312133
265,235,0.212405
270,235,0.148856
275,235,0.127194
280,235,0.150191
285,235,0.217197
290,235,0.324254
295,235,0.464761
300,235,0.630448
305,235,0.812387
310,235,1.00181
315,235,1.19065
320,235,1.37179
325,235,1.53912
330,235,1.68743
335,235,1.81225
340,235,1.90964
345,235,1.97595
350,235,2.00766
355,235,2.00123
360,235,1.95296
0,240,2.05519
5,240,1.98643
10,240,1.86499
15,240,1.68605
20,240,1.44436
25,240,1.13393
30,240,0.747714
35,240,0.276913
40,240,-0.289938
45,240,-0.968241
50,240,-1.77911
55,240,-2.75195
60,240,-3.92845
65,240,-5.36902
70,240,-7.16243
75,240,-9.43284
80,240,-12.2786
85,240,-15.1596
90,240,-15.3203
95,240,-12.512
100,240,-9.6068
105,240,-7.27813
110,240,-5.44328
115,240,-3.97683
120,240,-2.78799
125,240,-1.81473
130,240,-1.01386
135,240,-0.354323
140,240,0.186931
145,240,0.62753
150,240,0.981391
155,240,1.25993
160,240,1.47296
165,240,1.62927
170,240,1.73703
175,240,1.80381
180,240,1.83654
185,240,1.84122
190,240,1.8226
195,240,1.78399
200,240,1.72723
205,240,1.65287
210,240,1.56058
215,240,1.4496
220,240,1.31935
225,240,1.16989
230,240,1.00225
235,240,0.818847
240,240,0.623624
245,240,0.422341
250,240,0.222701
255,240,0.0343232
260,240,-0.131626
265,240,-0.263318
270,240,-0.349686
275,240,-0.382191
280,240,-0.356422
285,240,-0.272994
290,240,-0.13739
295,240,0.0411765
300,240,0.251388
305,240,0.481421
310,240,0.720126
315,240,0.957693
320,240,1.18587
325,240,1.39792
330,240,1.58836
335,240,1.75269
340,240,1.88706
345,240,1.98797
350,240,2.05203
355,240,2.07569
360,240,2.05519
0,245,2.12882
5,245,2.08937
10,245,1.99521
15,245,1.84139
20,245,1.62254
25,245,1.33273
30,245,0.965089
35,245,0.511143
40,245,-0.0400991
45,245,-0.703438
50,245,-1.4992
55,245,-2.45566
60,245,-3.61253
65,245,-5.02628
70,245,-6.77653
75,245,-8.96382
80,245,-11.6228
85,245,-14.1349
90,245,-14.2083
95,245,-11.73
100,245,-9.0331
105,245,-6.8062
110,245,-5.02716
115,245,-3.59655
120,245,-2.4344
125,245,-1.48369
130,245,-0.703836
135,245,-0.0652749
140,245,0.45407
145,245,0.871144
150,245,1.19939
155,245,1.44998
160,245,1.6327
165,245,1.75659
170,245,1.83033
175,245,1.86225
180,245,1.8601
185,245,1.83073
190,245,1.77959
195,245,1.71043
200,245,1.62519
205,245,1.52417
210,245,1.40643
215,245,1.27041
220,245,1.11454
225,245,0.937824
230,245,0.740313
235,245,0.523539
240,245,0.29091
245,245,0.0481353
250,245,-0.196357
255,245,-0.43117
260,245,-0.642147
265,245,-0.813378
270,245,-0.929205
275,245,-0.976975
280,245,-0.949778
285,245,-0.848074
290,245,-0.679481
295,245,-0.456876
300,245,-0.195695
305,245,0.0885302
310,245,0.381818
315,245,0.67248
320,245,0.951205
325,245,1.21079
330,245,1.44569
335,245,1.6516
340,245,1.82499
345,245,1.96267
350,245,2.06151
355,245,2.11814
360,245,2.12882
0,250,2.16948
5,250,2.16252
10,250,2.09947
15,250,1.97535
20,250,1.78491
25,250,1.52256
30,250,1.18205
35,250,0.755942
40,250,0.234766
45,250,-0.394017
50,250,-1.14726
55,250,-2.0475
60,250,-3.12425
65,250,-4.41423
70,250,-5.95601
75,250,-7.76138
80,250,-9.70024
85,250,-11.1908
90,250,-11.198
95,250,-9.70415
100,250,-7.7434
105,250,-5.9141
110,250,-4.35417
115,250,-3.05475
120,250,-1.97849
125,250,-1.08909
130,250,-0.356728
135,250,0.242072
140,250,0.725734
145,250,1.10887
150,250,1.40342
155,250,1.61959
160,250,1.76672
165,250,1.85382
170,250,1.88987
175,250,1.88379
180,250,1.84411
185,250,1.77847
190,250,1.69302
195,250,1.59198
200,250,1.47743
205,250,1.34945
210,250,1.20653
215,250,1.04625
220,250,0.865916
225,250,0.663277
230,250,0.437073
235,250,0.187579
240,250,-0.0828279
245,250,-0.368982
250,250,-0.662147
255,250,-0.94933
260,250,-1.21311
265,250,-1.43257
270,250,-1.58595
275,250,-1.65475
280,250,-1.62829
285,250,-1.50661
290,250,-1.30027
295,250,-1.02721
300,250,-0.708355
305,250,-0.363897
310,250,-0.0110837
315,250,0.336474
320,250,0.668575
325,250,0.977811
330,250,1.25886
335,250,1.50782
340,250,1.72166
345,250,1.8977
350,250,2.03317
355,250,2.12497
360,250,2.16948
0,255,2.17411
5,255,2.20197
10,255,2.17284
15,255,2.08184
20,255,1.92401
25,255,1.69431
30,255,1.38748
35,255,0.997552
40,255,0.517238
45,255,-0.0627884
50,255,-0.754515
55,255,-1.57274
60,255,-2.53403
65,255,-3.65259
70,255,-4.92775
75,255,-6.31039
80,255,-7.6278
85,255,-8.49825
90,255,-8.48556
95,255,-7.58935
100,255,-6.24698
105,255,-4.84308
110,255,-3.55306
115,255,-2.42806
120,255,-1.47009
125,255,-0.665672
130,255,0.00177955
135,255,0.54784
140,255,0.985973
145,255,1.32757
150,255,1.58245
155,255,1.75949
160,255,1.86727
165,255,1.91455
170,255,1.91048
175,255,1.86445
180,255,1.78566
185,255,1.68249
190,255,1.56177
195,255,1.42823
200,255,1.28415
205,255,1.12948
210,255,0.962205
215,255,0.779005
220,255,0.576016
225,255,0.34955
230,255,0.0967596
235,255,-0.18372
240,255,-0.491028
245,255,-0.821121
250,255,-1.16555
255,255,-1.51018
260,255,-1.83435
265,255,-2.11139
270,255,-2.31174
275,255,-2.40885
280,255,-2.3864
285,255,-2.24352
290,255,-1.99468
295,255,-1.66467
300,255,-1.2816
305,255,-0.871336
310,255,-0.454773
315,255,-0.0473698
320,255,0.340073
325,255,0.700279
330,255,1.02843
335,255,1.32128
340,255,1.57647
345,255,1.79191
350,255,1.9653
355,255,2.09385
360,255,2.17411
0,260,2.14094
5,260,2.20505
10,260,2.21162
15,260,2.156
20,260,2.03364
25,260,1.84025
30,260,1.57172
35,260,1.22377
40,260,0.791573
45,260,0.269263
50,260,-0.350102
55,260,-1.0738
60,260,-1.90696
65,260,-2.8467
70,260,-3.86937
75,260,-4.90648
80,260,-5.8116
85,260,-6.35659
90,260,-6.33923
95,260,-5.76106
100,260,-4.82684
105,260,-3.76655
110,260,-2.72821
115,260,-1.78185
120,260,-0.952407
125,260,-0.243579
130,260,0.349662
135,260,0.835258
140,260,1.22159
145,260,1.51662
150,260,1.72785
155,260,1.86263
160,260,1.92868
165,260,1.93439
170,260,1.88892
175,260,1.80202
180,260,1.68348
185,260,1.54235
190,260,1.38614
195,260,1.22012
200,260,1.04688
205,260,0.86633
210,260,0.676018
215,260,0.471785
220,260,0.24854
225,260,0.0010482
230,260,-0.275334
235,260,-0.583914
240,260,-0.925779
245,260,-1.29858
250,260,-1.69489
255,260,-2.10016
260,260,-2.49093
265,260,-2.8345
270,260,-3.09194
275,260,-3.22602
280,260,-3.2123
285,260,-3.048
290,260,-2.75259
295,260,-2.35982
300,260,-1.90687
305,260,-1.42635
310,260,-0.943064
315,260,-0.474098
320,260,-0.0304727
325,260,0.381047
330,260,0.756452
335,260,1.09337
340,260,1.39021
345,260,1.64553
350,260,1.85755
355,260,2.02378
360,260,2.14094
0,265,2.06944
5,265,2.17031
10,265,2.21337
15,265,2.19427
20,265,2.10902
25,265,1.95416
30,265,1.7268
35,265,1.42442
40,265,1.04452
45,265,0.584486
50,265,0.0417969
55,265,-0.584731
60,265,-1.29205
65,265,-2.06725
70,265,-2.87783
75,265,-3.65817
80,265,-4.29928
85,265,-4.66356
90,265,-4.64632
95,265,-4.24876
100,265,-3.57777
105,265,-2.77301
110,265,-1.94542
115,265,-1.16243
120,265,-0.458059
125,265,0.153723
130,265,0.669556
135,265,1.09114
140,265,1.42237
145,265,1.66801
150,265,1.83333
155,265,1.92421
160,265,1.94742
165,265,1.91092
170,265,1.82381
175,265,1.69608
180,265,1.538
185,265,1.35923
190,265,1.16797
195,265,0.970088
200,265,0.768601
205,265,0.563489
210,265,0.351966
215,265,0.129078
220,265,-0.111493
225,265,-0.376584
230,265,-0.672735
235,265,-1.00537
240,265,-1.37781
245,265,-1.78986
250,265,-2.23582
255,265,-2.70169
260,265,-3.16219
265,265,-3.57895
270,265,-3.90277
275,265,-4.08315
280,265,-4.08442
285,265,-3.90032
290,265,-3.55614
295,265,-3.09681
300,265,-2.57049
305,265,-2.01747
310,265,-1.46652
315,265,-0.936049
320,265,-0.436893
325,265,0.0250614
330,265,0.446873
335,265,0.827181
340,265,1.16525
345,265,1.46029
350,265,1.71095
355,265,1.91503
360,265,2.06944
0,270,1.96023
5,270,2.09743
10,270,2.17676
15,270,2.1943
20,270,2.14669
25,270,2.03134
30,270,1.84658
35,270,1.59147
40,270,1.2656
45,270,0.869042
50,270,0.402741
55,270,-0.13016
60,270,-0.721635
65,270,-1.35426
70,270,-1.99488
75,270,-2.58812
80,270,-3.05573
85,270,-3.31156
90,270,-3.29613
95,270,-3.01011
100,270,-2.51457
105,270,-1.89761
110,270,-1.23974
115,270,-0.598575
120,270,-0.00923971
125,270,0.509418
130,270,0.948722
135,270,1.3058
140,270,1.58095
145,270,1.77621
150,270,1.8949
155,270,1.94151
160,270,1.92195
165,270,1.84368
170,270,1.71567
175,270,1.54803
180,270,1.3514
185,270,1.13603
190,270,0.910814
195,270,0.682306
200,270,0.454041
205,270,0.226204
210,270,-0.00423486
215,270,-0.242963
220,270,-0.49749
225,270,-0.776228
230,270,-1.08759
235,270,-1.43911
240,270,-1.8364
245,270,-2.28168
250,270,-2.77144
255,270,-3.29319
260,270,-3.82114
265,270,-4.31258
270,270,-4.70835
275,270,-4.94308
280,270,-4.96677
285,270,-4.76739
290,270,-4.37614
295,270,-3.85073
300,270,-3.25177
305,270,-2.62776
310,270,-2.01137
315,270,-1.42201
320,270,-0.869982
325,270,-0.360073
330,270,0.105998
335,270,0.527944
340,270,0.905862
345,270,1.23953
350,270,1.52796
355,270,1.76918
360,270,1.96023
0,275,1.81515
5,275,1.98723
10,275,2.10165
15,275,2.155
20,275,2.14456
25,275,2.06866
30,275,1.92668
35,275,1.71905
40,275,1.44703
45,275,1.11276
50,275,0.719633
55,275,0.27354
60,275,-0.214973
65,275,-0.727426
70,275,-1.23364
75,275,-1.68926
80,275,-2.03823
85,275,-2.22441
90,275,-2.2114
95,275,-1.99953
100,275,-1.62619
105,275,-1.14923
110,275,-0.626975
115,275,-0.106307
120,275,0.380252
125,275,0.812388
130,275,1.17851
135,275,1.47269
140,275,1.69252
145,275,1.83792
150,275,1.91055
155,275,1.91374
160,275,1.85258
165,275,1.73402
170,275,1.5668
175,275,1.36107
180,275,1.12775
185,275,0.877636
190,275,0.6203
195,275,0.363067
200,275,0.110099
205,275,-0.138114
210,275,-0.384753
215,275,-0.636159
220,275,-0.900949
225,275,-1.18899
230,275,-1.51041
235,275,-1.87463
240,275,-2.28936
245,275,-2.75907
250,275,-3.28264
255,275,-3.8496
260,275,-4.43503
265,275,-4.9939
270,275,-5.45919
275,275,-5.75136
280,275,-5.80454
285,275,-5.59833
290,275,-5.16833
295,275,-4.58485
300,275,-3.92102
305,275,-3.23345
310,275,-2.55849
315,275,-1.91638
320,275,-1.31686
325,275,-0.763579
330,275,-0.257104
335,275,0.203265
340,275,0.618342
345,275,0.988355
350,275,1.31255
355,275,1.58909
360,275,1.81515
0,280,1.63727
5,280,1.84174
10,280,1.98912
15,280,2.07653
20,280,2.10195
25,280,2.06447
30,280,1.96441
35,280,1.80324
40,280,1.58349
45,280,1.3087
50,280,0.983872
55,280,0.616392
60,280,0.217711
65,280,-0.194478
70,280,-0.594176
75,280,-0.946572
80,280,-1.21116
85,280,-1.35001
90,280,-1.33961
95,280,-1.18007
100,280,-0.895543
105,280,-0.525329
110,280,-0.112077
115,280,0.306827
120,280,0.70282
125,280,1.05605
130,280,1.35368
135,280,1.58793
140,280,1.75455
145,280,1.85184
150,280,1.88017
155,280,1.84188
160,280,1.74134
165,280,1.58501
170,280,1.38132
175,280,1.14035
180,280,0.873219
185,280,0.591167
190,280,0.304468
195,280,0.0212291
200,280,-0.253696
205,280,-0.519425
210,280,-0.779199
215,280,-1.0399
220,280,-1.31109
225,280,-1.60388
230,280,-1.92977
235,280,-2.2997
240,280,-2.72296
245,280,-3.20577
250,280,-3.74895
255,280,-4.34408
260,280,-4.96788
265,280,-5.57525
270,280,-6.09514
275,280,-6.43803
280,280,-6.52429
285,280,-6.32367
290,280,-5.8724
295,280,-5.24969
300,280,-4.53879
305,280,-3.80325
310,280,-3.08283
315,280,-2.39877
320,280,-1.76059
325,280,-1.17121
330,280,-0.630368
335,280,-0.136661
340,280,0.311213
345,280,0.713741
350,280,1.07028
355,280,1.37903
360,280,1.63727
0,285,1.43112
5,285,1.66436
10,285,1.8416
15,285,1.96047
20,285,2.01956
25,285,2.01864
30,285,1.95871
35,285,1.84201
40,285,1.67187
45,285,1.45273
50,285,1.19049
55,285,0.893169
60,285,0.572145
65,285,0.243488
70,285,-0.0710241
75,285,-0.344282
80,285,-0.546685
85,285,-0.651894
90,285,-0.644075
95,285,-0.523269
100,285,-0.3057
105,285,-0.0188327
110,285,0.305807
115,285,0.63864
120,285,0.955284
125,285,1.23735
130,285,1.47183
135,285,1.65002
140,285,1.7665
145,285,1.81845
150,285,1.80526
155,285,1.7285
160,285,1.59191
165,285,1.40143
170,285,1.16516
175,285,0.893012
180,285,0.596168
185,285,0.286229
190,285,-0.0259282
195,285,-0.331459
200,285,-0.624821
205,285,-0.904699
210,285,-1.17429
215,285,-1.44084
220,285,-1.71461
225,285,-2.00759
230,285,-2.33222
235,285,-2.70035
240,285,-3.12214
245,285,-3.60473
250,285,-4.14997
255,285,-4.75079
260,285,-5.38557
265,285,-6.01092
270,285,-6.55642
275,285,-6.93013
280,285,-7.04577
285,285,-6.86473
290,285,-6.41846
295,285,-5.78715
300,285,-5.0583
305,285,-4.29975
310,285,-3.55415
315,285,-2.84434
320,285,-2.18042
325,285,-1.5654
330,285,-0.998839
335,285,-0.479117
340,285,-0.00481029
345,285,0.424589
350,285,0.808393
355,285,1.14478
360,285,1.43112
0,290,1.20274
5,290,1.46003
10,290,1.66303
15,290,1.80987
20,290,1.89962
25,290,1.93254
30,290,1.91011
35,290,1.83503
40,290,1.71106
45,290,1.54311
50,290,1.33744
55,290,1.10215
60,290,0.847986
65,290,0.58911
70,290,0.343482
75,290,0.132158
80,290,-0.0230276
85,290,-0.103412
90,290,-0.0980605
95,290,-0.0069967
100,290,0.158535
105,290,0.378924
110,290,0.630637
115,290,0.890352
120,290,1.13762
125,290,1.35596
130,290,1.53291
135,290,1.65948
140,290,1.72965
145,290,1.73989
150,290,1.68893
155,290,1.57774
160,290,1.40951
165,290,1.18972
170,290,0.92606
175,290,0.628178
180,290,0.307196
185,290,-0.0251093
190,290,-0.357441
195,290,-0.680379
200,290,-0.987797
205,290,-1.27795
210,290,-1.55387
215,290,-1.82292
220,290,-2.09569
225,290,-2.38457
230,290,-2.70235
235,290,-3.0611
240,290,-3.47102
245,290,-3.93914
250,290,-4.46724
255,290,-5.04851
260,290,-5.66248
265,290,-6.26861
270,290,-6.80151
275,290,-7.17551
280,290,-7.30796
285,290,-7.15701
290,290,-6.74479
295,290,-6.14242
300,290,-5.43293
305,290,-4.68394
310,290,-3.93989
315,290,-3.22567
320,290,-2.55305
325,290,-1.92618
330,290,-1.34532
335,290,-0.809323
340,290,-0.317108
345,290,0.131567
350,290,0.535818
355,290,0.893739
360,290,1.20274
0,295,0.959713
5,295,1.23518
10,295,1.45887
15,295,1.62925
20,295,1.74578
25,295,1.809
30,295,1.82066
35,295,1.7836
40,295,1.70178
45,295,1.58019
50,295,1.42508
55,295,1.24427
60,295,1.04757
65,295,0.847217
70,295,0.657878
75,295,0.49588
80,295,0.377422
85,295,0.315885
90,295,0.318931
95,295,0.3865
100,295,0.51061
105,295,0.677032
110,295,0.86808
115,295,1.06541
120,295,1.2521
125,295,1.41375
130,295,1.53884
135,295,1.61864
140,295,1.64694
145,295,1.61988
150,295,1.53579
155,295,1.39519
160,295,1.20086
165,295,0.957828
170,295,0.673342
175,295,0.356686
180,295,0.0187333
185,295,-0.328813
190,295,-0.674539
195,295,-1.00874
200,295,-1.32493
205,295,-1.62099
210,295,-1.89964
215,295,-2.16805
220,295,-2.43664
225,295,-2.71762
230,295,-3.02348
235,295,-3.36575
240,295,-3.75386
245,295,-4.19382
250,295,-4.68636
255,295,-5.22404
260,295,-5.78717
265,295,-6.33892
270,295,-6.82232
275,295,-7.16475
280,295,-7.29615
285,295,-7.17773
290,295,-6.82133
295,295,-6.28151
300,295,-5.62827
305,295,-4.92332
310,295,-4.21048
315,295,-3.51639
320,295,-2.85516
325,295,-2.23298
330,295,-1.65174
335,295,-1.11146
340,295,-0.611889
345,295,-0.153373
350,295,0.262855
355,295,0.634734
360,295,0.959713
0,300,0.710729
5,300,0.997511
10,300,1.23587
15,300,1.42452
20,300,1.56308
25,300,1.65226
30,300,1.69382
35,300,1.69059
40,300,1.64641
45,300,1.56615
50,300,1.45575
55,300,1.32248
60,300,1.1751
65,300,1.02399
70,300,0.881034
75,300,0.758843
80,300,0.66946
85,300,0.622522
90,300,0.623415
95,300,0.672018
100,300,0.762555
105,300,0.88459
110,300,1.02478
115,300,1.16876
120,300,1.30271
125,300,1.41431
130,300,1.49328
135,300,1.53146
140,300,1.52287
145,300,1.46359
150,300,1.35181
155,300,1.18778
160,300,0.973939
165,300,0.714903
170,300,0.417463
175,300,0.0904076
180,300,-0.255865
185,300,-0.610052
190,300,-0.961024
195,300,-1.29921
200,300,-1.61804
205,300,-1.91517
210,300,-2.19286
